en:Andric-Most_na_Drine:0:shuff:4,cs:Andric-Most_na_Drine:0:shuff:5,extinguished,extinguish,zhasne,zhasnout,pf
en:Andric-Most_na_Drine:0:shuff:3129,cs:Andric-Most_na_Drine:0:shuff:3198,making,make,dosahuje,dosahovat,impf
en:Andric-Most_na_Drine:0:shuff:3134,cs:Andric-Most_na_Drine:0:shuff:3202,left,leave,zanechal,zanechat,pf
en:Andric-Most_na_Drine:0:shuff:3134,cs:Andric-Most_na_Drine:0:shuff:3202,possessed,possess,měl,mít,impf
en:Andric-Most_na_Drine:0:shuff:3137,cs:Andric-Most_na_Drine:0:shuff:3206,raged,rage,řádil,řádit,impf
en:Andric-Most_na_Drine:0:shuff:3138,cs:Andric-Most_na_Drine:0:shuff:3207,filled,fill,naplňoval,naplňovat,impf
en:Andric-Most_na_Drine:0:shuff:3139,cs:Andric-Most_na_Drine:0:shuff:3208,speak,speak,mluvit,mluvit,impf
en:Andric-Most_na_Drine:0:shuff:3142,cs:Andric-Most_na_Drine:0:shuff:3211,remained,remain,zůstávaly,zůstávat,impf
en:Andric-Most_na_Drine:0:shuff:3142,cs:Andric-Most_na_Drine:0:shuff:3211,seen,see,vidět,vidět,impf
en:Andric-Most_na_Drine:0:shuff:3144,cs:Andric-Most_na_Drine:0:shuff:3213,struck,strike,zasáhne,zasáhnout,pf
en:Andric-Most_na_Drine:0:shuff:3144,cs:Andric-Most_na_Drine:0:shuff:3213,bent,bend,skloní,sklonit,pf
en:Andric-Most_na_Drine:0:shuff:3144,cs:Andric-Most_na_Drine:0:shuff:3213,bowed,bow,skloní,sklonit,pf
en:Andric-Most_na_Drine:0:shuff:3145,cs:Andric-Most_na_Drine:0:shuff:3214,remained,remain,zůstane,zůstat,pf
en:Andric-Most_na_Drine:0:shuff:3145,cs:Andric-Most_na_Drine:0:shuff:3214,fall,fall,padnout,padnout,pf
en:Andric-Most_na_Drine:0:shuff:3147,cs:Andric-Most_na_Drine:0:shuff:3216,rode,ride,jede,jet,impf
en:Andric-Most_na_Drine:0:shuff:3147,cs:Andric-Most_na_Drine:0:shuff:3216,driven,drive,jede,jet,impf
en:Andric-Most_na_Drine:0:shuff:3148,cs:Andric-Most_na_Drine:0:shuff:3217,leading,lead,vedou,vést,impf
en:Andric-Most_na_Drine:0:shuff:3149,cs:Andric-Most_na_Drine:0:shuff:3218,carried,carry,nesou,nést,impf
en:Andric-Most_na_Drine:0:shuff:3150,cs:Andric-Most_na_Drine:0:shuff:3219,cry,cry,nepláči,plakat,impf
en:Andric-Most_na_Drine:0:shuff:3151,cs:Andric-Most_na_Drine:0:shuff:3220,heard,hear,slyšet,slyšet,impf
en:Andric-Most_na_Drine:0:shuff:3155,cs:Andric-Most_na_Drine:0:shuff:3225,overturned,overturn,převrátila,převrátit,pf
en:Andric-Most_na_Drine:0:shuff:3158,cs:Andric-Most_na_Drine:0:shuff:3229,go,go,nechodí,chodit,impf
en:Andric-Most_na_Drine:0:shuff:3160,cs:Andric-Most_na_Drine:0:shuff:3232,read,read,čte,číst,impf
en:Andric-Most_na_Drine:0:shuff:3163,cs:Andric-Most_na_Drine:0:shuff:3235,build,build,Vybudujeme,vybudovat,pf
en:Andric-Most_na_Drine:0:shuff:3163,cs:Andric-Most_na_Drine:0:shuff:3235,link,link,spojovaly,spojovat,impf
en:Andric-Most_na_Drine:0:shuff:3163,cs:Andric-Most_na_Drine:0:shuff:3235,link,link,spojovaly,spojovat,impf
en:Andric-Most_na_Drine:0:shuff:3163,cs:Andric-Most_na_Drine:0:shuff:3235,link,link,spojovaly,spojovat,impf
en:Andric-Most_na_Drine:0:shuff:3163,cs:Andric-Most_na_Drine:0:shuff:3235,link,link,spojovaly,spojovat,impf
en:Andric-Most_na_Drine:0:shuff:3164,cs:Andric-Most_na_Drine:0:shuff:3236,meant,mean,Znamenají,znamenat,impf
en:Andric-Most_na_Drine:0:shuff:3164,cs:Andric-Most_na_Drine:0:shuff:3236,meant,mean,Znamenají,znamenat,impf
en:Andric-Most_na_Drine:0:shuff:3166,cs:Andric-Most_na_Drine:0:shuff:3238,sent,send,posílal,posílat,impf
en:Andric-Most_na_Drine:0:shuff:3167,cs:Andric-Most_na_Drine:0:shuff:3239,allowed,allow,dovolil,dovolit,pf
en:Andric-Most_na_Drine:0:shuff:3168,cs:Andric-Most_na_Drine:0:shuff:3240,reply,reply,odpověděl,odpovědět,pf
en:Andric-Most_na_Drine:0:shuff:3170,cs:Andric-Most_na_Drine:0:shuff:3242,conceal,conceal,skrývat,skrývat,impf
en:Andric-Most_na_Drine:0:shuff:3170,cs:Andric-Most_na_Drine:0:shuff:3242,frighten,frighten,strašit,strašit,impf
en:Andric-Most_na_Drine:0:shuff:3171,cs:Andric-Most_na_Drine:0:shuff:3243,went,go,pokračovala,pokračovat,impf
en:Andric-Most_na_Drine:0:shuff:3171,cs:Andric-Most_na_Drine:0:shuff:3243,wanted,want,žádal,žádat,impf
en:Andric-Most_na_Drine:0:shuff:3171,cs:Andric-Most_na_Drine:0:shuff:3243,punished,punish,trestaly,trestat,impf
en:Andric-Most_na_Drine:0:shuff:3171,cs:Andric-Most_na_Drine:0:shuff:3243,stopped,stop,zrušena,zrušit,pf
en:Andric-Most_na_Drine:0:shuff:3172,cs:Andric-Most_na_Drine:0:shuff:3244,found,find,našla,najít,pf
en:Andric-Most_na_Drine:0:shuff:3173,cs:Andric-Most_na_Drine:0:shuff:3245,prescribed,prescribe,předepsal,předepsat,pf
en:Andric-Most_na_Drine:0:shuff:3174,cs:Andric-Most_na_Drine:0:shuff:3246,get,get,dostanou,dostat,pf
en:Andric-Most_na_Drine:0:shuff:3175,cs:Andric-Most_na_Drine:0:shuff:3247,wait,wait,počkat,počkat,pf
en:Andric-Most_na_Drine:0:shuff:3175,cs:Andric-Most_na_Drine:0:shuff:3247,travel,travel,cestovat,cestovat,impf
en:Andric-Most_na_Drine:0:shuff:3177,cs:Andric-Most_na_Drine:0:shuff:3249,sounded,sound,zněl,znít,impf
en:Andric-Most_na_Drine:0:shuff:3179,cs:Andric-Most_na_Drine:0:shuff:3251,read,read,četl,číst,impf
en:Andric-Most_na_Drine:0:shuff:3179,cs:Andric-Most_na_Drine:0:shuff:3251,translated,translate,překládal,překládat,impf
en:Andric-Most_na_Drine:0:shuff:3180,cs:Andric-Most_na_Drine:0:shuff:3252,sentenced,sentence,odsouzeni,odsoudit,pf
en:Andric-Most_na_Drine:0:shuff:3180,cs:Andric-Most_na_Drine:0:shuff:3252,seen,see,viděli,vidět,impf
en:Andric-Most_na_Drine:0:shuff:3180,cs:Andric-Most_na_Drine:0:shuff:3252,giving,give,dávají,dávat,impf
en:Andric-Most_na_Drine:0:shuff:3181,cs:Andric-Most_na_Drine:0:shuff:3253,done,do,udělala,udělat,pf
en:Andric-Most_na_Drine:0:shuff:3181,cs:Andric-Most_na_Drine:0:shuff:3253,coming,come,udělala,udělat,pf
en:Andric-Most_na_Drine:0:shuff:3181,cs:Andric-Most_na_Drine:0:shuff:3253,riding,ride,jel,jet,impf
en:Andric-Most_na_Drine:0:shuff:3181,cs:Andric-Most_na_Drine:0:shuff:3253,shorten,shorten,zkrátil,zkrátit,pf
en:Andric-Most_na_Drine:0:shuff:3181,cs:Andric-Most_na_Drine:0:shuff:3253,coming,come,přijde,přijít,pf
en:Andric-Most_na_Drine:0:shuff:3188,cs:Andric-Most_na_Drine:0:shuff:3261,turned,turn,obracejí,obracet,impf
en:Andric-Most_na_Drine:0:shuff:3189,cs:Andric-Most_na_Drine:0:shuff:3262,erect,erect,postavit,postavit,pf
en:Andric-Most_na_Drine:0:shuff:3190,cs:Andric-Most_na_Drine:0:shuff:3263,Led,lead,Vedeni,vést,impf
en:Andric-Most_na_Drine:0:shuff:3190,cs:Andric-Most_na_Drine:0:shuff:3263,losing,lose,ztrácejí,ztrácet,impf
en:Andric-Most_na_Drine:0:shuff:3191,cs:Andric-Most_na_Drine:0:shuff:3264,looking,look,nehledí,hledět,impf
en:Andric-Most_na_Drine:0:shuff:3191,cs:Andric-Most_na_Drine:0:shuff:3264,borne,bear,snést,snést,pf
en:Andric-Most_na_Drine:0:shuff:3191,cs:Andric-Most_na_Drine:0:shuff:3264,keep,keep,zachovat,zachovat,pf
en:Andric-Most_na_Drine:0:shuff:3193,cs:Andric-Most_na_Drine:0:shuff:3266,meant,mean,znamená,znamenat,impf
en:Andric-Most_na_Drine:0:shuff:3193,cs:Andric-Most_na_Drine:0:shuff:3266,continued,continue,pokračuje,pokračovat,impf
en:Andric-Most_na_Drine:0:shuff:3194,cs:Andric-Most_na_Drine:0:shuff:3267,lost,lose,ztratil,ztratit,pf
en:Andric-Most_na_Drine:0:shuff:3195,cs:Andric-Most_na_Drine:0:shuff:3268,leaped,leap,vyskočí,vyskočit,pf
en:Andric-Most_na_Drine:0:shuff:3195,cs:Andric-Most_na_Drine:0:shuff:3268,wait,wait,čekali,čekat,impf
en:Andric-Most_na_Drine:0:shuff:3195,cs:Andric-Most_na_Drine:0:shuff:3268,listen,listen,naslouchali,naslouchat,impf
en:Andric-Most_na_Drine:0:shuff:3196,cs:Andric-Most_na_Drine:0:shuff:3269,christened,christen,pokřtěny,pokřtít,pf
en:Andric-Most_na_Drine:0:shuff:3197,cs:Andric-Most_na_Drine:0:shuff:3270,fished,fish,Chytaly,chytat,impf
en:Andric-Most_na_Drine:0:shuff:3204,cs:Andric-Most_na_Drine:0:shuff:3277,passed,pass,překročil,překročit,pf
en:Andric-Most_na_Drine:0:shuff:3205,cs:Andric-Most_na_Drine:0:shuff:3278,serve,serve,obsluhuje,obsluhovat,impf
en:Andric-Most_na_Drine:0:shuff:3205,cs:Andric-Most_na_Drine:0:shuff:3278,mingled,mingle,mísí,mísit,impf
en:Andric-Most_na_Drine:0:shuff:3207,cs:Andric-Most_na_Drine:0:shuff:3280,sitting,sit,sedí,sedět,impf
en:Andric-Most_na_Drine:0:shuff:3207,cs:Andric-Most_na_Drine:0:shuff:3280,hating,hate,nenávidí,nenávidět,impf
en:Andric-Most_na_Drine:0:shuff:3211,cs:Andric-Most_na_Drine:0:shuff:3284,talked,talk,vyprávělo,vyprávět,impf
en:Andric-Most_na_Drine:0:shuff:3219,cs:Andric-Most_na_Drine:0:shuff:3289,fixed,fix,stanoveny,stanovit,pf
en:Andric-Most_na_Drine:0:shuff:3220,cs:Andric-Most_na_Drine:0:shuff:3290,watched,watch,dívali,dívat,impf
en:Andric-Most_na_Drine:0:shuff:3220,cs:Andric-Most_na_Drine:0:shuff:3290,saw,see,dívali,dívat,impf
en:Andric-Most_na_Drine:0:shuff:3220,cs:Andric-Most_na_Drine:0:shuff:3290,choke,choke,dusí,dusit,impf
en:Andric-Most_na_Drine:0:shuff:3229,cs:Andric-Most_na_Drine:0:shuff:3298,caught,catch,uchopili,uchopit,pf
en:Andric-Most_na_Drine:0:shuff:3229,cs:Andric-Most_na_Drine:0:shuff:3298,took,take,uchopili,uchopit,pf
en:Andric-Most_na_Drine:0:shuff:3229,cs:Andric-Most_na_Drine:0:shuff:3298,begun,begin,začala,začít,pf
en:Andric-Most_na_Drine:0:shuff:3229,cs:Andric-Most_na_Drine:0:shuff:3298,covered,cover,přikryli,přikrýt,pf
en:Andric-Most_na_Drine:0:shuff:3230,cs:Andric-Most_na_Drine:0:shuff:3299,buried,bury,pochována,pochovat,pf
en:Andric-Most_na_Drine:0:shuff:3231,cs:Andric-Most_na_Drine:0:shuff:3300,brings,bring,přinášelo,přinášet,impf
en:Andric-Most_na_Drine:0:shuff:3231,cs:Andric-Most_na_Drine:0:shuff:3300,achieved,achieve,uskutečnily,uskutečnit,pf
en:Andric-Most_na_Drine:0:shuff:3231,cs:Andric-Most_na_Drine:0:shuff:3300,satisfied,satisfy,uspokojeny,uspokojit,pf
en:Andric-Most_na_Drine:0:shuff:3232,cs:Andric-Most_na_Drine:0:shuff:3301,see,see,vidíme,vidět,impf
en:Andric-Most_na_Drine:0:shuff:3238,cs:Andric-Most_na_Drine:0:shuff:3303,listened,listen,poslouchaly,poslouchat,impf
en:Andric-Most_na_Drine:0:shuff:3238,cs:Andric-Most_na_Drine:0:shuff:3303,guided,guide,řídit,řídit,impf
en:Andric-Most_na_Drine:0:shuff:3239,cs:Andric-Most_na_Drine:0:shuff:3304,follow,follow,doprovázely,doprovázet,impf
en:Andric-Most_na_Drine:0:shuff:3239,cs:Andric-Most_na_Drine:0:shuff:3304,follow,follow,sledovaly,sledovat,impf
en:Andric-Most_na_Drine:0:shuff:3239,cs:Andric-Most_na_Drine:0:shuff:3304,loved,love,milují,milovat,impf
en:Andric-Most_na_Drine:0:shuff:3240,cs:Andric-Most_na_Drine:0:shuff:3305,accustomed,accustom,zvykly,zvyknout,pf
en:Andric-Most_na_Drine:0:shuff:3240,cs:Andric-Most_na_Drine:0:shuff:3305,reconciled,reconcile,smířily,smířit,pf
en:Andric-Most_na_Drine:0:shuff:3240,cs:Andric-Most_na_Drine:0:shuff:3305,gave,give,dávaly,dávat,impf
en:Andric-Most_na_Drine:0:shuff:3240,cs:Andric-Most_na_Drine:0:shuff:3305,hand,hand,dávaly,dávat,impf
en:Andric-Most_na_Drine:0:shuff:3240,cs:Andric-Most_na_Drine:0:shuff:3305,threw,throw,neházely,házet,impf
en:Andric-Most_na_Drine:0:shuff:3240,cs:Andric-Most_na_Drine:0:shuff:3305,came,come,přišel,přijít,pf
en:Andric-Most_na_Drine:0:shuff:3243,cs:Andric-Most_na_Drine:0:shuff:3308,caught,catch,chytili,chytit,pf
en:Andric-Most_na_Drine:0:shuff:3246,cs:Andric-Most_na_Drine:0:shuff:3311,tried,try,zkusili,zkusit,pf
en:Andric-Most_na_Drine:0:shuff:3251,cs:Andric-Most_na_Drine:0:shuff:3315,Tell,tell,povědět,povědět,pf
en:Andric-Most_na_Drine:0:shuff:3254,cs:Andric-Most_na_Drine:0:shuff:3318,paid,pay,zaplatili,zaplatit,pf
en:Andric-Most_na_Drine:0:shuff:3255,cs:Andric-Most_na_Drine:0:shuff:3319,desired,desire,toužil,toužit,impf
en:Andric-Most_na_Drine:0:shuff:3255,cs:Andric-Most_na_Drine:0:shuff:3319,keep,keep,dodržovat,dodržovat,impf
en:Andric-Most_na_Drine:0:shuff:3256,cs:Andric-Most_na_Drine:0:shuff:3320,utter,utter,vyslovit,vyslovit,pf
en:Andric-Most_na_Drine:0:shuff:3256,cs:Andric-Most_na_Drine:0:shuff:3320,slapped,slap,uhodil,uhodit,pf
en:Andric-Most_na_Drine:0:shuff:3257,cs:Andric-Most_na_Drine:0:shuff:3321,rushed,rush,běžel,běžet,impf
en:Andric-Most_na_Drine:0:shuff:3257,cs:Andric-Most_na_Drine:0:shuff:3321,open,open,otvírat,otvírat,impf
en:Andric-Most_na_Drine:0:shuff:3258,cs:Andric-Most_na_Drine:0:shuff:3322,set,set,upravil,upravit,pf
en:Andric-Most_na_Drine:0:shuff:3258,cs:Andric-Most_na_Drine:0:shuff:3322,sat,sit,sedl,sednout,pf
en:Andric-Most_na_Drine:0:shuff:3259,cs:Andric-Most_na_Drine:0:shuff:3323,seen,see,neviděl,vidět,impf
en:Andric-Most_na_Drine:0:shuff:3265,cs:Andric-Most_na_Drine:0:shuff:3331,suffered,suffer,trpěl,trpět,impf
en:Andric-Most_na_Drine:0:shuff:3267,cs:Andric-Most_na_Drine:0:shuff:3333,come,come,jde,jít,impf
en:Andric-Most_na_Drine:0:shuff:3267,cs:Andric-Most_na_Drine:0:shuff:3333,saving,save,zachránit,zachránit,pf
en:Andric-Most_na_Drine:0:shuff:3267,cs:Andric-Most_na_Drine:0:shuff:3333,losing,lose,ztratit,ztratit,pf
en:Andric-Most_na_Drine:0:shuff:3267,cs:Andric-Most_na_Drine:0:shuff:3333,thought,think,pomyslel,pomyslet,pf
en:Andric-Most_na_Drine:0:shuff:3267,cs:Andric-Most_na_Drine:0:shuff:3333,rise,rise,vstát,vstát,pf
en:Andric-Most_na_Drine:0:shuff:3268,cs:Andric-Most_na_Drine:0:shuff:3334,playing,play,hráli,hrát,impf
en:Andric-Most_na_Drine:0:shuff:3268,cs:Andric-Most_na_Drine:0:shuff:3334,lowered,lower,sklonil,sklonit,pf
en:Andric-Most_na_Drine:0:shuff:3272,cs:Andric-Most_na_Drine:0:shuff:3339,remembered,remember,nevzpomíná,vzpomínat,impf
en:Andric-Most_na_Drine:0:shuff:3272,cs:Andric-Most_na_Drine:0:shuff:3339,said,say,povídal,povídat,impf
en:Andric-Most_na_Drine:0:shuff:3278,cs:Andric-Most_na_Drine:0:shuff:3343,eat,eat,jíst,jíst,impf
en:Andric-Most_na_Drine:0:shuff:3278,cs:Andric-Most_na_Drine:0:shuff:3343,began,begin,začal,začít,pf
en:Andric-Most_na_Drine:0:shuff:3278,cs:Andric-Most_na_Drine:0:shuff:3343,start,start,začal,začít,pf
en:Andric-Most_na_Drine:0:shuff:3280,cs:Andric-Most_na_Drine:0:shuff:3345,tell,tell,povědět,povědět,pf
en:Andric-Most_na_Drine:0:shuff:3283,cs:Andric-Most_na_Drine:0:shuff:3348,thinking,think,Přemýšlí,přemýšlet,impf
en:Andric-Most_na_Drine:0:shuff:3284,cs:Andric-Most_na_Drine:0:shuff:3349,thought,think,přemýšlí,přemýšlet,impf
en:Andric-Most_na_Drine:0:shuff:3285,cs:Andric-Most_na_Drine:0:shuff:3350,explained,explain,vysvětlit,vysvětlit,pf
en:Andric-Most_na_Drine:0:shuff:3289,cs:Andric-Most_na_Drine:0:shuff:3354,surrounded,surround,obklopili,obklopit,pf
en:Andric-Most_na_Drine:0:shuff:3289,cs:Andric-Most_na_Drine:0:shuff:3354,leap,leap,neskočil,skočit,pf
en:Andric-Most_na_Drine:0:shuff:3290,cs:Andric-Most_na_Drine:0:shuff:3355,dragged,drag,protahovali,protahovat,impf
en:Andric-Most_na_Drine:0:shuff:3290,cs:Andric-Most_na_Drine:0:shuff:3355,climbed,climb,stoupali,stoupat,impf
en:Andric-Most_na_Drine:0:shuff:3290,cs:Andric-Most_na_Drine:0:shuff:3355,reached,reach,nedošli,dojít,pf
en:Andric-Most_na_Drine:0:shuff:3293,cs:Andric-Most_na_Drine:0:shuff:3358,given,give,Vydali,vydat,pf
en:Andric-Most_na_Drine:0:shuff:3296,cs:Andric-Most_na_Drine:0:shuff:3360,defy,defy,vzdorovali,vzdorovat,impf
en:Andric-Most_na_Drine:0:shuff:3297,cs:Andric-Most_na_Drine:0:shuff:3361,talked,talk,Vyprávělo,vyprávět,impf
en:Andric-Most_na_Drine:0:shuff:3300,cs:Andric-Most_na_Drine:0:shuff:3365,came,come,přicházejí,přicházet,impf
en:Andric-Most_na_Drine:0:shuff:3301,cs:Andric-Most_na_Drine:0:shuff:3366,said,say,mluví,mluvit,impf
en:Andric-Most_na_Drine:0:shuff:3303,cs:Andric-Most_na_Drine:0:shuff:3369,rested,rest,odpočine,odpočinout,pf
en:Andric-Most_na_Drine:0:shuff:3304,cs:Andric-Most_na_Drine:0:shuff:3370,listened,listen,poslouchá,poslouchat,impf
en:Andric-Most_na_Drine:0:shuff:3306,cs:Andric-Most_na_Drine:0:shuff:3372,got,get,dostal,dostat,pf
en:Andric-Most_na_Drine:0:shuff:3306,cs:Andric-Most_na_Drine:0:shuff:3372,stopped,stop,přestal,přestat,pf
en:Andric-Most_na_Drine:0:shuff:3306,cs:Andric-Most_na_Drine:0:shuff:3372,looked,look,podíval,podívat,pf
en:Andric-Most_na_Drine:0:shuff:3306,cs:Andric-Most_na_Drine:0:shuff:3372,looked,look,podíval,podívat,pf
en:Andric-Most_na_Drine:0:shuff:3307,cs:Andric-Most_na_Drine:0:shuff:3373,turned,turn,otočil,otočit,pf
en:Andric-Most_na_Drine:0:shuff:3310,cs:Andric-Most_na_Drine:0:shuff:3376,seemed,seem,Zdálo,zdát,impf
en:Andric-Most_na_Drine:0:shuff:3310,cs:Andric-Most_na_Drine:0:shuff:3376,began,begin,začala,začít,pf
en:Andric-Most_na_Drine:0:shuff:3311,cs:Andric-Most_na_Drine:0:shuff:3377,turned,turn,otočil,otočit,pf
en:Andric-Most_na_Drine:0:shuff:3313,cs:Andric-Most_na_Drine:0:shuff:3379,spoilt,spoil,pokazí,pokazit,pf
en:Andric-Most_na_Drine:0:shuff:3313,cs:Andric-Most_na_Drine:0:shuff:3379,aroused,arouse,vyvolá,vyvolat,pf
en:Andric-Most_na_Drine:0:shuff:3313,cs:Andric-Most_na_Drine:0:shuff:3379,loved,love,milují,milovat,impf
en:Andric-Most_na_Drine:0:shuff:3313,cs:Andric-Most_na_Drine:0:shuff:3379,hated,hate,nenávidí,nenávidět,impf
en:Andric-Most_na_Drine:0:shuff:3313,cs:Andric-Most_na_Drine:0:shuff:3379,believed,believe,věří,věřit,impf
en:Andric-Most_na_Drine:0:shuff:3313,cs:Andric-Most_na_Drine:0:shuff:3379,see,see,zahlédnout,zahlédnout,pf
en:Andric-Most_na_Drine:0:shuff:3313,cs:Andric-Most_na_Drine:0:shuff:3379,see,see,zažít,zažít,pf
en:Andric-Most_na_Drine:0:shuff:3314,cs:Andric-Most_na_Drine:0:shuff:3380,woke,wake,neprobudí,probudit,pf
en:Andric-Most_na_Drine:0:shuff:3315,cs:Andric-Most_na_Drine:0:shuff:3381,thought,think,uvažoval,uvažovat,impf
en:Andric-Most_na_Drine:0:shuff:3315,cs:Andric-Most_na_Drine:0:shuff:3381,breathing,breathe,dýchalo,dýchat,impf
en:Andric-Most_na_Drine:0:shuff:3315,cs:Andric-Most_na_Drine:0:shuff:3381,see,see,vidět,vidět,impf
en:Andric-Most_na_Drine:0:shuff:3318,cs:Andric-Most_na_Drine:0:shuff:3384,matter,matter,nezáleží,záležet,impf
en:Andric-Most_na_Drine:0:shuff:3320,cs:Andric-Most_na_Drine:0:shuff:3386,leave,leave,určovala,určovat,impf
en:Andric-Most_na_Drine:0:shuff:3320,cs:Andric-Most_na_Drine:0:shuff:3386,wear,wear,má,mít,impf
en:Andric-Most_na_Drine:0:shuff:3320,cs:Andric-Most_na_Drine:0:shuff:3386,carry,carry,má,mít,impf
en:Andric-Most_na_Drine:0:shuff:3320,cs:Andric-Most_na_Drine:0:shuff:3386,take,take,vzít,vzít,pf
en:Andric-Most_na_Drine:0:shuff:3320,cs:Andric-Most_na_Drine:0:shuff:3386,take,take,vzít,vzít,pf
en:Andric-Most_na_Drine:0:shuff:3320,cs:Andric-Most_na_Drine:0:shuff:3386,leave,leave,nechat,nechat,pf
en:Andric-Most_na_Drine:0:shuff:3320,cs:Andric-Most_na_Drine:0:shuff:3386,take,take,vezme,vzít,pf
en:Andric-Most_na_Drine:0:shuff:3320,cs:Andric-Most_na_Drine:0:shuff:3386,take,take,vezme,vzít,pf
en:Andric-Most_na_Drine:0:shuff:3320,cs:Andric-Most_na_Drine:0:shuff:3386,carry,carry,poveze,vézt,impf
en:Andric-Most_na_Drine:0:shuff:3321,cs:Andric-Most_na_Drine:0:shuff:3387,shook,shake,třásla,třást,impf
en:Andric-Most_na_Drine:0:shuff:3321,cs:Andric-Most_na_Drine:0:shuff:3387,tried,try,snažila,snažit,impf
en:Andric-Most_na_Drine:0:shuff:3321,cs:Andric-Most_na_Drine:0:shuff:3387,held,hold,má,mít,impf
en:Andric-Most_na_Drine:0:shuff:3321,cs:Andric-Most_na_Drine:0:shuff:3387,walk,walk,chodit,chodit,impf
en:Andric-Most_na_Drine:0:shuff:3322,cs:Andric-Most_na_Drine:0:shuff:3388,sat,sit,seděli,sedět,impf
en:Andric-Most_na_Drine:0:shuff:3322,cs:Andric-Most_na_Drine:0:shuff:3388,listened,listen,poslouchali,poslouchat,impf
en:Andric-Most_na_Drine:0:shuff:3323,cs:Andric-Most_na_Drine:0:shuff:3389,possess,possess,nemají,mít,impf
en:Andric-Most_na_Drine:0:shuff:3324,cs:Andric-Most_na_Drine:0:shuff:3390,talk,talk,mluvit,mluvit,impf
en:Andric-Most_na_Drine:0:shuff:3324,cs:Andric-Most_na_Drine:0:shuff:3390,confess,confess,přiznat,přiznat,pf
en:Andric-Most_na_Drine:0:shuff:3325,cs:Andric-Most_na_Drine:0:shuff:3391,spoke,speak,mluvil,mluvit,impf
en:Andric-Most_na_Drine:0:shuff:3326,cs:Andric-Most_na_Drine:0:shuff:3392,express,express,nevyjadřoval,vyjadřovat,impf
en:Andric-Most_na_Drine:0:shuff:3327,cs:Andric-Most_na_Drine:0:shuff:3393,heard,hear,slyšeli,slyšet,impf
en:Andric-Most_na_Drine:0:shuff:3331,cs:Andric-Most_na_Drine:0:shuff:3397,allow,allow,nedovolovalo,dovolovat,impf
en:Andric-Most_na_Drine:0:shuff:3331,cs:Andric-Most_na_Drine:0:shuff:3397,allow,allow,připustit,připustit,pf
en:Andric-Most_na_Drine:0:shuff:3332,cs:Andric-Most_na_Drine:0:shuff:3398,tried,try,Pokoušel,pokoušet,impf
en:Andric-Most_na_Drine:0:shuff:3332,cs:Andric-Most_na_Drine:0:shuff:3398,deliver,deliver,pronést,pronést,pf
en:Andric-Most_na_Drine:0:shuff:3332,cs:Andric-Most_na_Drine:0:shuff:3398,explained,explain,vysvětlují,vysvětlovat,impf
en:Andric-Most_na_Drine:0:shuff:3332,cs:Andric-Most_na_Drine:0:shuff:3398,fell,fall,padaly,padat,impf
en:Andric-Most_na_Drine:0:shuff:3333,cs:Andric-Most_na_Drine:0:shuff:3399,tells,tell,mluví,mluvit,impf
en:Andric-Most_na_Drine:0:shuff:3333,cs:Andric-Most_na_Drine:0:shuff:3399,controlled,control,řídí,řídit,impf
en:Andric-Most_na_Drine:0:shuff:3333,cs:Andric-Most_na_Drine:0:shuff:3399,turning,turn,obracejí,obracet,impf
en:Andric-Most_na_Drine:0:shuff:3335,cs:Andric-Most_na_Drine:0:shuff:3401,seemed,seem,Zdálo,zdát,impf
en:Andric-Most_na_Drine:0:shuff:3335,cs:Andric-Most_na_Drine:0:shuff:3401,lost,lose,prohrát,prohrát,pf
en:Andric-Most_na_Drine:0:shuff:3337,cs:Andric-Most_na_Drine:0:shuff:3403,meant,mean,znamená,znamenat,impf
en:Andric-Most_na_Drine:0:shuff:3337,cs:Andric-Most_na_Drine:0:shuff:3403,gamble,gamble,hrát,hrát,impf
en:Andric-Most_na_Drine:0:shuff:3338,cs:Andric-Most_na_Drine:0:shuff:3404,asked,ask,neptá,ptát,impf
en:Andric-Most_na_Drine:0:shuff:3341,cs:Andric-Most_na_Drine:0:shuff:3407,thanked,thank,Děkovala,děkovat,impf
en:Andric-Most_na_Drine:0:shuff:3341,cs:Andric-Most_na_Drine:0:shuff:3407,asked,ask,žádala,žádat,impf
en:Andric-Most_na_Drine:0:shuff:3342,cs:Andric-Most_na_Drine:0:shuff:3408,Thank,thank,Děkuju,děkovat,impf
en:Andric-Most_na_Drine:0:shuff:3342,cs:Andric-Most_na_Drine:0:shuff:3408,thank,thank,Děkuju,děkovat,impf
en:Andric-Most_na_Drine:0:shuff:3342,cs:Andric-Most_na_Drine:0:shuff:3408,Thank,thank,děkuju,děkovat,impf
en:Andric-Most_na_Drine:0:shuff:3342,cs:Andric-Most_na_Drine:0:shuff:3408,thank,thank,děkuju,děkovat,impf
en:Andric-Most_na_Drine:0:shuff:3343,cs:Andric-Most_na_Drine:0:shuff:3409,whispered,whisper,šeptala,šeptat,impf
en:Andric-Most_na_Drine:0:shuff:3343,cs:Andric-Most_na_Drine:0:shuff:3409,pressing,press,tiskla,tisknout,impf
en:Andric-Most_na_Drine:0:shuff:3346,cs:Andric-Most_na_Drine:0:shuff:3412,arrested,arrest,zatýkala,zatýkat,impf
en:Andric-Most_na_Drine:0:shuff:3349,cs:Andric-Most_na_Drine:0:shuff:3416,involved,involve,zahrnuti,zahrnout,pf
